compra,dataAssinatura,dataFimVigencia,dataInicioVigencia,dataPublicacaoDOU,fornecedor,fundamentoLegal,id,modalidadeCompra,numero,numeroProcesso,objeto,situacaoContrato,unidadeGestora,unidadeGestoraCompras,valorFinalCompra,valorInicialCompra
"{'numero': '000012018', 'objeto': 'Objeto: Pregão Eletrônico -  Registro de Preços para contratação de empresa especializada na prestação de Serviço Telefônico Fixo Comutado   STFC (fixo-fixo e fixo-móvel) e de Serviço Móvel Pessoal - SMP (Móvel-Móvel, Móvel-Fixo e dados), nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) a ser executado de forma contínua, conforme as especificações e condições constantes do Edital e seus anexos.', 'numeroProcesso': '04310000241201681', 'contatoResponsavel': 'VIRGINIA BRACARENSE LOPES'}",2019-01-14,2024-01-14,2019-01-14,2019-02-06,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: LEI Nº 8.666/93.,672515388,Pregão - Registro de Preço,000122018,Sem informação,"Objeto: CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO TELEFÔNICO FIXO COMUTADO-STFC (FIXO-FIXO E FIXO-MÓVEL) E DE SERVIÇO MÓVEL PESSOAL-SMP (MÓVEL-MÓVEL, MÓVEL-FIXO E DADOS), NAS MODALIDADES LOCAL, LONGA DISTÂNCIA NACIONAL (LDN) E LONGA DISTÂNCIA INTERNACIONAL (LDI) A SER EXECUTADO DE FORMA CONTÍNUA.",Não se aplica,"{'codigo': '158469', 'nome': 'IFPB - CAMPUS JOAO PESSOA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26417', 'cnpj': '10783898000175', 'sigla': 'IFPB', 'nome': 'Instituto Federal de Educação, Ciência e Tecnologia da Paraíba'}, 'orgaoMaximo': {'codigo': '26000', 'sigla': 'MEC', 'nome': 'Ministério da Educação'}}","{'codigo': '158469', 'nome': 'INST FED.DA PARAIBA/CAMPUS JOÃO PESSOA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26417', 'cnpj': '', 'sigla': '', 'nome': 'INST.FED.DE EDUC.,CIENC.E TEC. DA PARAIBA'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",31532791.7,29088.0
"{'numero': '000012018', 'objeto': 'Objeto: Pregão Eletrônico -  Registro de Preços para contratação de empresa especializada na prestação de Serviço Telefônico Fixo Comutado   STFC (fixo-fixo e fixo-móvel) e de Serviço Móvel Pessoal - SMP (Móvel-Móvel, Móvel-Fixo e dados), nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) a ser executado de forma contínua, conforme as especificações e condições constantes do Edital e seus anexos.', 'numeroProcesso': '04310000241201681', 'contatoResponsavel': 'VIRGINIA BRACARENSE LOPES'}",2019-01-14,2024-01-14,2019-01-14,2021-01-13,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,672515452,Pregão - Registro de Preço,000012019,Sem informação,"Objeto: PRESTAÇÃO DE SERVIÇO TELEFÔNICO FIXO COMUTADO (STFC) NA MODALIDADE LOCAL - FIXO-FIXO E FIXO-MÓVEL - A SER EXECUTADO DE FORMA CONTÍNUA, PARA A AGÊNCIA NACIONAL DE SAÚDE SUPLEMENTAR, NA CIDADE DE BRASÍLIA-DF.",Não se aplica,"{'codigo': '253033', 'nome': 'AGENCIA NACIONAL DE SAUDE S. - DF', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '36213', 'cnpj': '03589068000146', 'sigla': 'ANS', 'nome': 'Agência Nacional de Saúde Suplementar'}, 'orgaoMaximo': {'codigo': '36000', 'sigla': 'SAÚDE', 'nome': 'Ministério da Saúde'}}","{'codigo': '253033', 'nome': 'ANS - ESCRITORIO DE REPRESENTAÇÃO BRASILIA DF', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '36213', 'cnpj': '', 'sigla': '', 'nome': 'AGENCIA NACIONAL DE SAUDE SUPLEMENTAR'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",2159.4,3105.6
"{'numero': '000012018', 'objeto': 'Objeto: Pregão Eletrônico -  Registro de Preços para contratação de empresa especializada na prestação de Serviço Telefônico Fixo Comutado   STFC (fixo-fixo e fixo-móvel) e de Serviço Móvel Pessoal - SMP (Móvel-Móvel, Móvel-Fixo e dados), nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) a ser executado de forma contínua, conforme as especificações e condições constantes do Edital e seus anexos.', 'numeroProcesso': '04310000241201681', 'contatoResponsavel': 'VIRGINIA BRACARENSE LOPES'}",2019-01-16,2021-01-16,2019-01-16,2019-01-24,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: Lei 8666/93,672515900,Pregão - Registro de Preço,32019,Sem informação,Objeto: Contratação telefonia,Publicado,"{'codigo': '440075', 'nome': 'SERVICO FLORESTAL BRASILEIRO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '44208', 'cnpj': '37115375000883', 'sigla': 'SFB', 'nome': 'Serviço Florestal Brasileiro'}, 'orgaoMaximo': {'codigo': '44000', 'sigla': 'MMA', 'nome': 'Ministério do Meio Ambiente e Mudança do Clima'}}","{'codigo': '440075', 'nome': 'SERVICO FLORESTAL BRASILEIRO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '44000', 'cnpj': '', 'sigla': '', 'nome': 'MINISTERIO DO MEIO AMBIENTE E MUDANÇA CLIMA'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",137223.73,137223.73
"{'numero': '000012018', 'objeto': 'Objeto: Pregão Eletrônico -  Registro de Preços para contratação de empresa especializada na prestação de Serviço Telefônico Fixo Comutado   STFC (fixo-fixo e fixo-móvel) e de Serviço Móvel Pessoal - SMP (Móvel-Móvel, Móvel-Fixo e dados), nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) a ser executado de forma contínua, conforme as especificações e condições constantes do Edital e seus anexos.', 'numeroProcesso': '04310000241201681', 'contatoResponsavel': 'VIRGINIA BRACARENSE LOPES'}",2019-01-16,2022-12-30,2019-01-16,2019-01-24,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: LEI 8666/93,672515964,Pregão - Registro de Preço,000032019,Sem informação,Objeto: CONTRATAÇÃO TELEFONIA,Não se aplica,"{'codigo': '130149', 'nome': 'SERVICO FLORESTAL BRASILEIRO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '44208', 'cnpj': '37115375000883', 'sigla': 'SFB', 'nome': 'Serviço Florestal Brasileiro'}, 'orgaoMaximo': {'codigo': '44000', 'sigla': 'MMA', 'nome': 'Ministério do Meio Ambiente e Mudança do Clima'}}","{'codigo': '130149', 'nome': 'SERVIÇO FLORESTAL BRASILEIRO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '22000', 'cnpj': '', 'sigla': '', 'nome': 'MINISTERIO DA AGRICULTURA E PECUARIA - MAPA'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",68611.86,137223.73
"{'numero': '000012018', 'objeto': 'Objeto: Pregão Eletrônico -  Registro de Preços para contratação de empresa especializada na prestação de Serviço Telefônico Fixo Comutado   STFC (fixo-fixo e fixo-móvel) e de Serviço Móvel Pessoal - SMP (Móvel-Móvel, Móvel-Fixo e dados), nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) a ser executado de forma contínua, conforme as especificações e condições constantes do Edital e seus anexos.', 'numeroProcesso': '04310000241201681', 'contatoResponsavel': 'VIRGINIA BRACARENSE LOPES'}",2018-12-28,2021-01-16,2019-01-17,2019-01-14,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: Lei nº 8.666/93,672516220,Pregão - Registro de Preço,372018,Sem informação,"Objeto: Prestação de Serviço Telefônico Fixo Comutado - STFC e de Serviço Móvel Pessoal - SMP nas modalidades local, longa distância nacional e longa distância internacional.",Publicado,"{'codigo': '380918', 'nome': 'GERAL DE RECURSOS LOGISTICOS - CGRL', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '38901', 'cnpj': '07526983000143', 'sigla': 'FAT', 'nome': 'Fundo de Amparo ao Trabalhador'}, 'orgaoMaximo': {'codigo': '40000', 'sigla': 'MTE', 'nome': 'Ministério do Trabalho e Emprego'}}","{'codigo': '380918', 'nome': 'COORDENACAO-GERAL DE LOGIST. E ADMINIST./MTE', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '38901', 'cnpj': '', 'sigla': '', 'nome': 'FUNDO DE AMPARO AO TRABALHADOR'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",437324.08,437324.08
"{'numero': '000012018', 'objeto': 'Objeto: Pregão Eletrônico -  Registro de Preços para contratação de empresa especializada na prestação de Serviço Telefônico Fixo Comutado   STFC (fixo-fixo e fixo-móvel) e de Serviço Móvel Pessoal - SMP (Móvel-Móvel, Móvel-Fixo e dados), nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) a ser executado de forma contínua, conforme as especificações e condições constantes do Edital e seus anexos.', 'numeroProcesso': '04310000241201681', 'contatoResponsavel': 'VIRGINIA BRACARENSE LOPES'}",2018-12-28,2022-11-16,2019-01-17,2019-01-14,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",,672516412,Pregão - Registro de Preço,000372018,Sem informação,"Objeto: PRESTAÇÃO DE SERVIÇO TELEFÔNICO FIXO COMUTADO - STFC E DE SERVIÇO MÓVEL PESSOAL - SMPNAS MODALIDADES LOCAL, LONGA DISTÂNCIA NACIONAL E LONGA DISTÂNCIA INTERNACIONAL.",Não se aplica,"{'codigo': '170607', 'nome': 'CENTRO DE SERVICOS COMPARTILHADOS - MGI', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '46000', 'cnpj': '00489828000155', 'sigla': 'MGI', 'nome': 'Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto'}, 'orgaoMaximo': {'codigo': '46000', 'sigla': 'MGI', 'nome': 'Ministério da Gestão e da Inovação em Serviços Públicos'}}","{'codigo': '170607', 'nome': 'CENTRO DE SERVIÇOS COMPARTILHADOS - MGI', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '46000', 'cnpj': '', 'sigla': '', 'nome': 'MIN.DA GEST.E DA INOVACAO EM SERVICOS PUBLICO'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",437324.08,437324.08
"{'numero': '000012018', 'objeto': 'Objeto: Pregão Eletrônico -  Registro de Preços para contratação de empresa especializada na prestação de Serviço Telefônico Fixo Comutado   STFC (fixo-fixo e fixo-móvel) e de Serviço Móvel Pessoal - SMP (Móvel-Móvel, Móvel-Fixo e dados), nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) a ser executado de forma contínua, conforme as especificações e condições constantes do Edital e seus anexos.', 'numeroProcesso': '04310000241201681', 'contatoResponsavel': 'VIRGINIA BRACARENSE LOPES'}",2019-01-18,2025-01-18,2019-01-18,2019-09-10,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: LEI 8666/93, LEI 10520/02, IN 04/2014 E IN 02/2008.",672516668,Pregão - Registro de Preço,000012019,Sem informação,"Objeto: SERVIÇO DE TELEFONIA MÓVEL LOCAL E LONGA DISTÂNCIA NACIONAL, PARA ATENDER À DEMANDA DA SRA/CE E ÓRGÃOS ATENDIDOS.",Não se aplica,"{'codigo': '170038', 'nome': 'SUPERINTENDENCIA REG. ADM. DO MGI - CEARA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '46000', 'cnpj': '00489828000155', 'sigla': 'MGI', 'nome': 'Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto'}, 'orgaoMaximo': {'codigo': '46000', 'sigla': 'MGI', 'nome': 'Ministério da Gestão e da Inovação em Serviços Públicos'}}","{'codigo': '170038', 'nome': 'SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - CE', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '25000', 'cnpj': '', 'sigla': '', 'nome': 'MINISTERIO DA FAZENDA'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",26059.46,24056.8
"{'numero': '000012018', 'objeto': 'Objeto: Pregão Eletrônico -  Registro de Preços para contratação de empresa especializada na prestação de Serviço Telefônico Fixo Comutado   STFC (fixo-fixo e fixo-móvel) e de Serviço Móvel Pessoal - SMP (Móvel-Móvel, Móvel-Fixo e dados), nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) a ser executado de forma contínua, conforme as especificações e condições constantes do Edital e seus anexos.', 'numeroProcesso': '04310000241201681', 'contatoResponsavel': 'VIRGINIA BRACARENSE LOPES'}",2019-01-29,2024-01-29,2019-01-30,2019-03-07,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: LEIS 8666/93, 10520/02; DECRETOS 7892/13 E 2271/97; IN SL",672518012,Pregão - Registro de Preço,000012019,Sem informação,"Objeto: CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO TELEFÔNICO FIXO COMUTADO (STFC), NASMODALIDADES LOCAL, LONGA DISTÂNCIA NACIONAL (LDN) E LONGA DISTÂNCIA INTERNACIONAL (LDI).",Não se aplica,"{'codigo': '264001', 'nome': 'FUNDACENTRO - FUND.JORGE DUPRAT/CTN/SEDE - SP', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37201', 'cnpj': '62428073000136', 'sigla': 'FUNDACENTRO', 'nome': 'Fundação Jorge Duprat Figueiredo, de Segurança e Medicina do Trabalho'}, 'orgaoMaximo': {'codigo': '40000', 'sigla': 'MTE', 'nome': 'Ministério do Trabalho e Emprego'}}","{'codigo': '264001', 'nome': 'FUNDAÇÃO J.D.FIGUEIREDO SEG.MED.TRABALHO/SP', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '38000', 'cnpj': '', 'sigla': '', 'nome': 'MINISTERIO DO TRABALHO E EMPREGO'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",3840.74,7449.3
"{'numero': '000012018', 'objeto': 'Objeto: Pregão Eletrônico -  Registro de Preços para contratação de empresa especializada na prestação de Serviço Telefônico Fixo Comutado   STFC (fixo-fixo e fixo-móvel) e de Serviço Móvel Pessoal - SMP (Móvel-Móvel, Móvel-Fixo e dados), nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) a ser executado de forma contínua, conforme as especificações e condições constantes do Edital e seus anexos.', 'numeroProcesso': '04310000241201681', 'contatoResponsavel': 'VIRGINIA BRACARENSE LOPES'}",2019-02-04,2023-08-04,2019-02-04,2019-02-27,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: LEI 10.520/02,672518780,Pregão - Registro de Preço,000022019,Sem informação,"Objeto: PRESTAÇÃO DE SERVIÇO TELEFÔNICO FIXO COMUTADO - STFC (FIXO-FIXO E FIXO-MÓVEL) E DE SERVIÇO MÓVEL PESSOAL - SMP (MÓVEL-MÓVEL, MÓVEL-FIXO E DADOS), NAS MODALIDADES LOCAL, LONGA DISTÂNCIA NACIONAL (LDN) E LONGA DISTÂNCIA INTERNACIONAL (LDI) A SER EXECUTADO DE FORMA CONTÍNUA.",Não se aplica,"{'codigo': '240125', 'nome': 'MUSEU PARAENSE EMILIO GOELDI', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '24000', 'cnpj': '01263896000164', 'sigla': 'MCTI', 'nome': 'Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto'}, 'orgaoMaximo': {'codigo': '24000', 'sigla': 'MCTI', 'nome': 'Ministério da Ciência, Tecnologia e Inovação'}}","{'codigo': '240125', 'nome': 'MUSEU PARAENSE EMILIO GOELDI', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '24000', 'cnpj': '', 'sigla': '', 'nome': 'MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",6099.06,23134.4
"{'numero': '000012018', 'objeto': 'Objeto: Pregão Eletrônico -  Registro de Preços para contratação de empresa especializada na prestação de Serviço Telefônico Fixo Comutado   STFC (fixo-fixo e fixo-móvel) e de Serviço Móvel Pessoal - SMP (Móvel-Móvel, Móvel-Fixo e dados), nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) a ser executado de forma contínua, conforme as especificações e condições constantes do Edital e seus anexos.', 'numeroProcesso': '04310000241201681', 'contatoResponsavel': 'VIRGINIA BRACARENSE LOPES'}",2019-02-08,2021-08-08,2019-02-09,2019-02-12,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: LEI Nº 8.666/93, LEI Nº 10.520/2002, DECRETO Nº 7.892/201",672519164,Pregão - Registro de Preço,000092019,Sem informação,"Objeto: CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO TELEFÔNICO FIXO COMUTADO - STFC (FIXO-FIXO E FIXO-MÓVEL), NAS MODALIDADES LOCAL, LONGA DISTÂNCIA NACIONAL (LDN) E LONGA DISTÂNCIA INTERNACIONAL (LDI) A SER EXECUTADO DE FORMA CONTÍNUA.",Não se aplica,"{'codigo': '110404', 'nome': 'DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52000', 'cnpj': '03277610000125', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa - Unidades com vínculo direto'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '110404', 'nome': 'DEPARTAMENTO DE ADMINISTRAÇÃO INTERNA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52000', 'cnpj': '', 'sigla': '', 'nome': 'MINISTERIO DEFESA'}, 'orgaoMaximo': {'codigo': '20000', 'sigla': '', 'nome': 'PRESIDENCIA DA REPUBLICA - PRES'}}",21881040.74,980981.84
"{'numero': '000012018', 'objeto': 'Objeto: Pregão Eletrônico -  Registro de Preços para contratação de empresa especializada na prestação de Serviço Telefônico Fixo Comutado   STFC (fixo-fixo e fixo-móvel) e de Serviço Móvel Pessoal - SMP (Móvel-Móvel, Móvel-Fixo e dados), nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) a ser executado de forma contínua, conforme as especificações e condições constantes do Edital e seus anexos.', 'numeroProcesso': '04310000241201681', 'contatoResponsavel': 'VIRGINIA BRACARENSE LOPES'}",2019-02-11,2025-02-11,2019-02-11,2019-04-30,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: LEI Nº8666/93,LEI Nº10520/02 E DECRETO Nº9507/2018",672519548,Pregão - Registro de Preço,000012019,Sem informação,"Objeto: CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO MÓVEL PESSOAL-SMP (MÓVEL-MÓVEL,MÓVEL-FIXO E DADOS),NAS MODALIDADES LOCAL E LONGA DISTÂNCIA NACIONAL (LDN) A SER EXECUTADO DE FORMACONFÍNUA EM FAVOR DO HOSPITAL CENTRAL DA AERONÁUTICA",Não se aplica,"{'codigo': '120039', 'nome': 'GRUPAMENTO DE APOIO DO RIO DE JANEIRO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52111', 'cnpj': '00394429000100', 'sigla': 'CMDO AERONÁUTICA', 'nome': 'Comando da Aeronáutica'}, 'orgaoMaximo': {'codigo': '52000', 'sigla': 'DEFESA', 'nome': 'Ministério da Defesa'}}","{'codigo': '120039', 'nome': 'MAER-GRUPAMENTO DE APOIO/RJ', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '52111', 'cnpj': '', 'sigla': '', 'nome': 'COMANDO DA AERONAUTICA'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",65455.68,125817.6
"{'numero': '000012018', 'objeto': 'Objeto: Pregão Eletrônico -  Registro de Preços para contratação de empresa especializada na prestação de Serviço Telefônico Fixo Comutado   STFC (fixo-fixo e fixo-móvel) e de Serviço Móvel Pessoal - SMP (Móvel-Móvel, Móvel-Fixo e dados), nas modalidades Local, Longa Distância Nacional (LDN) e Longa Distância Internacional (LDI) a ser executado de forma contínua, conforme as especificações e condições constantes do Edital e seus anexos.', 'numeroProcesso': '04310000241201681', 'contatoResponsavel': 'VIRGINIA BRACARENSE LOPES'}",2019-02-13,2025-02-13,2019-02-13,2019-02-18,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: LEI 8.666/93,672519612,Pregão - Registro de Preço,000022019,Sem informação,"Objeto: CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO TELEFÔNICO FIXO COMUTADO - STFC (FIXO-FIXO E FIXO-MÓVEL) E DE SERVIÇO MÓVEL PESSOAL- SMP (MÓVEL-MÓVEL, MÓVEL-FIXO E DADOS),NAS MODALIDADES LOCAL, LONGA DISTÂNCIA NACIONAL(LDN) E LONGA DISTÂNCIA INTERNACIONAL(LDI), A SER EXECUTADO DE FORMA CONTÍNUA.",Não se aplica,"{'codigo': '153173', 'nome': 'FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26298', 'cnpj': '00378257000181', 'sigla': 'FNDE', 'nome': 'Fundo Nacional de Desenvolvimento da Educação'}, 'orgaoMaximo': {'codigo': '26000', 'sigla': 'MEC', 'nome': 'Ministério da Educação'}}","{'codigo': '153173', 'nome': 'FNDE-MEC-FUNDO NAC.DE DESENV.DA EDUACACAO/DF', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26298', 'cnpj': '', 'sigla': '', 'nome': 'FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",91071.85,509770.84
